,Company_Name,Location,Industry,Investor,Amount,Funding_Stage,Year
2318,Notesgen,Delhi,"EdTech, Education, Enterprise Software, Peer to Peer",,"₹12,500,000",Seed,2018
2319,Arogya MedTech,Kolkata,"Health Care, Medical",,"₹15,000,000",Seed,2018
2320,Propshop24,Mumbai,E-Commerce,,500000,Seed,2018
2321,myUpchar,Delhi,"Health Care, Hospital, Wellness",,5000000,Series A,2018
2322,MissMalini Entertainment,Mumbai,—,,"₹104,000,000",Seed,2018
2323,Rooter,India,Sports,,"₹45,000,000",Seed,2018
2324,ZestMoney,Bangalore,"Big Data, Consumer Lending, FinTech",,13400000,Series A,2018
2325,alphaics Corporation,Bengaluru,"Cloud Computing, Computer, Semiconductor",,—,Seed,2018
2326,MyDentistChoice,Hyderabad,"Health Care, Medical, Pharmaceutical",,500000,Seed,2018
2327,Sattviko,Delhi,"Food Processing, Retail",,—,Angel,2018
2328,Sensibull,Bangalore,Trading Platform,,"₹25,000,000",Seed,2018
2329,Bombay Shaving Company,Delhi,"Consumer Goods, Lifestyle, Men's",,—,Series A,2018
2330,MedCords,Pune,Wellness,,"₹26,400,000",Seed,2018
2331,University Living,Delhi,Education,,—,Seed,2018
2332,&ME,Bangalore,"Food and Beverage, Food Processing, Nutrition",,—,Seed,2018
2333,Enakshi,Ahmedabad,Fashion,,"₹8,000,000",Seed,2018
2334,Ultraviolette Automotive,Bangalore,"Automotive, Electric Vehicle, Energy Storage",,"₹60,000",Series A,2018
2335,Inthree Access,Chennai,"Consulting, Retail, Social",,4000000,Series A,2018
2336,BUGWORKS Research India,Bangalore,"Biotechnology, Life Science, Pharmaceutical, Product Research",,9000000,Series A,2018
2337,Guardian.in,Mumbai,Health Care,,—,Seed,2018
2338,PrestLoans,Delhi,"Credit, Financial Services, FinTech, Personal Finance",,100000,Seed,2018
2339,Wimoxez,Hyderabad,Internet,,20000,Seed,2018
2340,India Accelerator,Gurgaon,"Communities, Coworking, Incubators",,—,Angel,2018
2341,HappyEMI,Bangalore,"Consumer, Financial Services, FinTech",,1000000,Seed,2018
2342,Wishup,Azadpur,"Consumer Applications, Information Services, Location Based Services, Virtual Assistant",,—,Seed,2018
2343,Hansel.io,Bangalore,"Mobile, Mobile Apps, Personalization, Test and Measurement, Web Apps",,4000000,Series A,2018
2344,Propelld,Bengaluru,"Education, Financial Services, FinTech",,250000,Seed,2018
2345,PivotRoots,Mumbai,"Advertising, Consulting, Digital Marketing",,—,Series A,2018
2346,ZiffyHomes,Delhi,"Marketplace, Real Estate, Rental Property",,120000,Seed,2018
2347,Carmesi,Gurgaon,Health Care,,"₹34,000,000",Seed,2018
2348,OckyPocky,Haryana,"E-Learning, Internet, Video Games",,—,Angel,2018
2349,Racetrack,Bangalore,"Artificial Intelligence, Cloud Computing, Video",,"₹342,000,000",Seed,2018
2350,WHR,Pune,"Health Care, Information Technology",,"$143,145",Seed,2018
2351,Asteria Aerospace,Bangalore,Aerospace,,—,Seed,2018
2352,FabAlley,Noida,"E-Commerce, Fashion, Lifestyle",,"₹600,000,000",Series B,2018
2353,Tranzmeo,Cochin,"Artificial Intelligence, Business Intelligence, Industrial Automation, Machine Learning",,—,Pre-Seed,2018
2354,SBI Life,Mumbai,Insurance,,"$742,000,000",Private Equity,2018
2355,Studds Accessories,Faridabad,E-Commerce,,"₹1,000,000,000",Private Equity,2018
2356,Design Cafe,Bengaluru,"Home Decor, Home Improvement, Home Renovation, Home Services, Interior Design, Smart Home",,"₹2,000,000,000",Series B,2018
2357,NoPaperForms Solutions Pvt. Ltd.,Delhi,"EdTech, Education, Information Services, SaaS",,"$3,980,000",Series B,2018
2358,Rays Power Infra,Jaipur,"Energy, Solar",,"₹2,000,000,000",Venture - Series Unknown,2018
2359,AuthMetrik,Gurgaon,"B2B, Biometrics, Cyber Security, Fraud Detection, SaaS, Security",,"$10,000",Grant,2018
2360,Khidki,Bangalore,"Artificial Intelligence, Social",,—,Seed,2018
2361,LetsTransport,Bangalore,"Logistics, Transportation, Travel",,"₹1,000,000,000",Series B,2018
2362,Next Digital Solutions,Kota,"Digital Marketing, SEM, SEO, Web Development",,"₹100,000",Angel,2018
2363,Portea Medical,Bangalore,"Health Care, Hospital, Medical",,"₹250,000,000",Debt Financing,2018
2364,Aavas Financiers,Jaipur,"Finance, Financial Services",,"₹2,000,000,000",Post-IPO Debt,2018
2365,Swiggy,Bangalore,"Food Delivery, Food Processing, Internet",,"$1,000,000,000",Series H,2018
2366,Milkbasket,Haryana,"E-Commerce, Food and Beverage, Internet",,"$7,000,000",Series A,2018
2367,Nutrisattva (Proliva),Anand,"Fitness, Food and Beverage, Health Care, Nutrition",,—,Angel,2018
2368,Toppr,Mumbai,"EdTech, Education, Knowledge Management",,"$35,000,000",Series C,2018
2369,Jagaran Microfin,Kolkata,—,,"₹550,000,000",Debt Financing,2018
2370,Vivriti Capital,Chennai,Financial Services,,"$28,500,000",Venture - Series Unknown,2018
2371,Be U Salons,Delhi,"Apps, Beauty, Consumer, Retail",,"₹30,000,000",Seed,2018
2372,Impact Guru,Mumbai,"Creative Agency, Crowdfunding, EdTech, Health Care, Internet, Medical, Non Profit, Personal Health",,"$2,000,000",Series A,2018
2373,MobiKwik,Gurgaon,"Consumer Lending, Financial Services, FinTech, Insurance, Lending, Mobile Payments, Payments, Wealth Management",,"₹240,000,000",Series E,2018
2374,Stones2Milestones,Gurgaon,"E-Learning, Education, Higher Education",,—,Seed,2018
2375,Generico,Mumbai,"Health Care, Medical, Pharmaceutical",,—,Series A,2018
2376,Adiuvo Diagnostics,Chennai,Health Diagnostics,,—,Seed,2018
2377,DataTrained,Bangalore,"EdTech, Education",,"₹120,000,000",Seed,2018
2378,OneAssist,Mumbai,"Financial Services, SaaS, Security",,"$2,400,000",Debt Financing,2018
2379,Satin Creditcare Network Limited (SCNL),Delhi,"Banking, Finance, Financial Services, Non Profit",,"$30,000,000",Post-IPO Debt,2018
2380,APAC Financial Services,Mumbai,"Finance, Financial Services",,"₹2,500,000,000",Private Equity,2018
2381,Moglix,Noida,"B2B, E-Commerce, Mobile",,"$23,000,000",Series C,2018
2382,SEDEMAC Mechatronics,Mumbai,"Automotive, Electric Vehicle, Renewable Energy",,—,Venture - Series Unknown,2018
2383,MadGuy Labs,Hyderabad,E-Learning,,"$150,000",Venture - Series Unknown,2018
2384,Dee Dee Labs,Pune,"Embedded Systems, Health Care, Medical, Product Research",,—,Seed,2018
2385,FLEECA,Jaipur,—,,—,Seed,2018
2386,Shop101,Mumbai,"Apps, E-Commerce, Internet",,"$11,000,000",Series B,2018
2387,FeedMyPockets,Bangalore,"Advertising, Human Resources, Marketing",,"₹44,000,000",Seed,2018
2388,Housejoy,Bengaluru,"Beauty, Fitness, Home Services, Internet",,"$3,240,000",Series B,2018
2389,Ambee,Bangalore,"Health Care, Medical Device, Public Safety",,—,Angel,2018
2390,FoodBuddy,Belgaum,"Food Delivery, Online Portals, Restaurants",,"₹60,000,000",Seed,2018
2391,Ninjacart,Bengaluru,"AgTech, B2B, Supply Chain Management",,"₹2,500,000,000",Series B,2018
2392,Olly Smart Credit Card,Delhi,"Credit Cards, Finance, Mobile Apps, Mobile Payments, Payments",,—,Seed,2018
2393,Zestl,Pune,Software,,—,Seed,2018
2394,BYJU’S,Bangalore,"EdTech, Education, Higher Education, Secondary Education",,"$540,000,000",Private Equity,2018
2395,Wakefit,Bangalore,"Manufacturing, Retail",,"₹650,000,000",Venture - Series Unknown,2018
2396,Hero Electric,Delhi,Manufacturing,,"₹1,600,000,000",Venture - Series Unknown,2018
2397,Pentation Analytics,Mumbai,"Information Services, Information Technology, InsurTech",,—,Seed,2018
2398,PerkFinance,Bangalore,"Consumer Lending, FinTech",,"$900,000",Seed,2018
2399,Roposo,Gurgaon,"Internet, Social Network, TV",,"$10,000,000",Series C,2018
2400,Plum Goodness,Thane,"Beauty, Health Care",,—,Series A,2018
2401,Drstore,Mumbai,Hospital,,—,Seed,2018
2402,Wow Venue,Mumbai,Events,,"$1,500,000",Venture - Series Unknown,2018
2403,Chizel,Pune,"3D Printing, Manufacturing, Product Design",,—,Seed,2018
2404,OTO Capital,Mumbai,Automotive,,"₹50,000,000",Seed,2018
2405,Boodmo,Gurgaon,"Automotive, Retail",,"₹70,000,000",Seed,2018
2406,Khabri,Haryana,"Apps, Audio",,—,Seed,2018
2407,MyNewCar.in,Gurgaon,"Automotive, E-Commerce",,"$1,000,000",Venture - Series Unknown,2018
2408,HalaPlay Technologies,Bangalore,"Digital Entertainment, Fantasy Sports, Sports",,"$5,000,000",Series A,2018
2409,PlanetSpark,Gurgaon,"E-Learning, EdTech, Education",,"₹16,000,000",Seed,2018
2410,WheelsEMI,Pune,—,,"$14,000,000",Series B,2018
2411,Forum for Innovation Incubation Research and Entrepreneurship,Margão,"Funding Platform, Incubators, Non Profit",,"₹102,500,000",Grant,2018
2412,OYO,Gurgaon,"Hospitality, Hotel, Leisure, Travel",,"$100,000,000",Series E,2018
2413,Quikr,Bangalore,"Classifieds, Internet, Marketplace, Rental Property",,"₹550,000,000",Debt Financing,2018
2414,Tabono,Gurgaon,Sports,,—,Seed,2018
2415,LearnApp,Noida,"Banking, E-Learning, Trading Platform",,"₹20,000,000",Seed,2018
2416,Shopkirana,Indore,"E-Commerce, Mobile, Retail",,"$2,000,000",Venture - Series Unknown,2018
2417,Fric Bergen,Alwar,—,,—,Venture - Series Unknown,2018
2418,Articbot,Kannur,"Artificial Intelligence, Information Technology",,"₹1,200,000",Grant,2018
2419,BuildSupply,Gurgaon,"Enterprise Resource Planning (ERP), Information Services, Information Technology, Real Estate",,"₹250,000,000",Series A,2018
2420,Fusion Microfinance,Delhi,"Banking, Finance, Financial Services",,"₹5,200,000,000",Series E,2018
2421,Any time Doctor,Chennai,Software,,—,Angel,2018
2422,Go Payments,Mumbai,"Information Services, Information Technology",,—,Corporate Round,2018
2423,Guiddoo World,Mumbai,"Audio, Mobile, Tourism, Travel",,"$800,000",Seed,2018
2424,ION Energy,Mumbai,"Energy, Energy Storage, Infrastructure",,"$1,041,000",Venture - Series Unknown,2018
2425,UnoTag,Bangalore,Artificial Intelligence,,"$100,000",Pre-Seed,2018
2426,CivilCops,Gurgaon,"Government, Information Technology, Software",,"$100,000",Pre-Seed,2018
2427,Rockmetric,Mumbai,Information Technology,,—,Grant,2018
2428,Classworks India,Chennai,"Education, Information Technology, Internet, Mobile, Software",,"₹100,000",Undisclosed,2018
2429,Snapmint,Mumbai,"Consumer Lending, Financial Services, Lending, Personal Finance",,—,Seed,2018
2430,artbandhu,Bangalore,"Digital Media, Internet, Media and Entertainment, Online Portals, Social Media",,"$15,000",Pre-Seed,2018
2431,Survaider,Bengaluru,"Business Intelligence, Customer Service, Market Research, SaaS",,500000,Seed,2018
2432,Credy,Bengaluru,"Credit, Financial Services, FinTech, Lending",,1400000,Seed,2018
2433,iChamp,Gurgaon,E-Learning,,5000000,Seed,2018
2434,Qandle,Gurgaon,Software,,1200000,Seed,2018
2435,Avishkaar Box,Delhi,"Children, Education, Parenting",,"₹50,000,000",Seed,2018
2436,Gegadyne Energy,Mumbai,"Automotive, Battery, Energy, Energy Storage",,—,Angel,2018
2437,HyperXchange,Pune,"E-Commerce, Mobile, Sharing Economy",,1000000,Series A,2018
2438,Deftouch,Bangalore,—,,—,Seed,2018
2439,Doodhwala,Bengaluru,"Food Delivery, Organic, Organic Food",,2200000,Seed,2018
2440,DronaHQ,Mumbai,Mobile,,500000,Angel,2018
2441,FastFox,Gurgaon,Rental,,"₹100,000,000",Series A,2018
2442,BuyForexOnline,Bangalore,Travel,,2000000,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,2018
2443,Colive.in,Bangalore,Consumer,,1800000,Seed,2018
2444,Agricxlab Private Limited,Thane,"B2B, Farming, Marketplace",,500000,Seed,2018
2445,Corefactors,Bangalore,—,,—,Seed,2018
2446,Fincash.com,Mumbai,Wealth Management,,150000,Seed,2018
2447,Pandorum Technologies,Bengaluru,Biotechnology,,3600000,Series A,2018
2448,Shirsa Labs,Mumbai,"Education, Gaming, Training",,500000,Seed,2018
2449,PetSutra,Gurgaon,Veterinary,,"₹9,500,000",Seed,2018
2450,Awaaz De,Ahmedabad,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",,—,Angel,2018
2451,PinkBlue,Bangalore,"Health Care, Hospital, Supply Chain Management",,300000,Seed,2018
2452,Eduvanz,Mumbai,"Finance, Financial Services",,500000,Angel,2018
2453,Rupeek,Bangalore,"Financial Services, Lending",,6830000,Series A,2018
2454,Backpacker Panda Holidays Private Limited,Pune,"Tourism, Travel",,1400000,Series A,2018
2455,Shape (School Health and Physical Education),Pune,Education,,200000,Seed,2018
2456,Placio,Noida,"Hospitality, Real Estate",,2000000,Seed,2018
2457,Aviom India Housing Finance,Delhi,Finance,,"₹150,000,000",Series A,2018
2458,GenRobotic,Trivandrum,Market Research,,—,Seed,2018
2459,HeyHolidays,Bangalore,"Tourism, Travel",,1000000,Seed,2018
2460,Pratilipi,Bengaluru,"Digital Media, EBooks, Publishing, Reading Apps",,4300000,Series A,2018
2461,SectorQube,Ernakulam,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",,—,Seed,2018
2462,Food Memories,Ahmedabad,"Food and Beverage, Food Processing",,—,Seed,2018
2463,ZAMROO,India,"Internet, Marketplace, Shopping",,—,Seed,2018
2464,Silversparro Technologies Pvt. Ltd,Gurgaon,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",,300000,Seed,2018
2465,Creator’s Gurukul,Gurgaon,Facilities Support Services,,—,Angel,2018
2466,Emflux Motors,Bengaluru,"Automotive, Electric Vehicle, Energy",,364846,Seed,2018
2467,Tricog Health Services Pvt Ltd,Bangalore,"Health Care, Health Diagnostics, Predictive Analytics",,4000000,Series A,2018
2468,Scapic,Bangalore,"Cloud Computing, Computer, SaaS, Software",,500000,Seed,2018
2469,6Degree,Mumbai,"Fashion, Lifestyle, Retail",,400000,Seed,2018
2470,Chrysalis (EZ Vidya),Chennai,Education,,—,Seed,2018
2471,Ekincare,Hyderabad,Medical,,1500000,Series A,2018
2472,Streo,Gurgaon,Music Streaming,,—,Seed,2018
2473,Groww,Kormangala,"Finance, Impact Investing, Internet",,120000,Seed,2018
2474,Cell Propulsion,Bangalore,—,,"₹7,000,000",Seed,2018
2475,Chezuba,Hyderabad,"Internet, Social Entrepreneurship",,"₹1,400,000",Angel,2018
2476,Ontrack Technologies Pvt. Ltd,Bangalore,Retail,,—,Seed,2018
2477,Wealthtrust,Mumbai,"Finance, Impact Investing, Mobile Apps",,500000,Seed,2018
2478,Faclon Labs,Mumbai,"Cloud Computing, Computer, Software",,—,Seed,2018
2479,Awign Enterprises,Bangalore,"Business Development, Market Research, Outsourcing",,"₹50,000,000",Seed,2018
2480,CollPoll,Bangalore,Education,,—,Seed,2018
2481,Zyla Health,Delhi,"Health Care, Hospitality",,—,Seed,2018
2482,Hubhopper,Delhi,"Internet, Social News, Sports",,500000,Series A,2018
2483,Rubix108 Technologies,Pune,Information Technology,,1000000,Seed,2018
2484,Workflexi,Bangalore,Human Resources,,"₹10,000,000",Seed,2018
2485,Streak,Bangalore,Financial Services,,"₹22,500,000",Seed,2018
2486,Kuants,Gurgaon,Financial Services,,"₹5,000,000",Seed,2018
2487,NiYO Solutions,Bangalore,"Finance, Financial Services, FinTech",,13200000,Series A,2018
2488,Hippo Video,Chennai,"Customer Service, Software, Video, Video Streaming",,—,Seed,2018
2489,Satvacart,Gurgaon,"E-Commerce, Food Processing",,—,Seed,2018
2490,Daaki,Bangalore,Health Care,,—,Angel,2018
2491,Simulanis,Delhi,Training,,500000,Seed,2018
2492,MY CHIRAAG CAB,Jaipur,Travel,,1000000,Seed,2018
2493,WOTU,Bangalore,Food and Beverage,,—,Seed,2018
2494,Flathalt,Gurgaon,—,,50000,Angel,2018
2495,True Elements,Pune,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",,"₹50,000,000",Seed,2018
2496,Trendlyne Technologies,Bangalore,Financial Services,,200000,Seed,2018
2497,Planys Technologies,Chennai,"Manufacturing, Oil and Gas, Robotics",,"₹140,200,000",Series A,2018
2498,HealthPlix,Bangalore,"Fitness, Health Care, Wellness",,3000000,Series A,2018
2499,dishq,Bengaluru,—,,400000,Seed,2018
2500,Entropik Technology,Bengaluru,"Artificial Intelligence, Computer, Machine Learning",,1100000,Seed,2018
2501,myHQ,Delhi,"Collaboration, Communities, Coworking, Sharing Economy",,500000,Series A,2018
2502,Trell,Bangalore,—,,1250000,Seed,2018
2503,Kidovators (by GyanLab),Bangalore,"Big Data, EdTech, Machine Learning",,180000,Seed,2018
2504,Log 9 Materials,Uttar Pradesh,Nanotechnology,,"₹30,000,000",Seed,2018
2505,VTION,Gurgaon,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",,"₹19,200,000",Seed,2018
2506,HousingMan.com,Bengaluru,—,,"₹103,000,000",Seed,2018
2507,Steradian Semiconductors,Bangalore,—,,—,Seed,2018
2508,RupeeCircle,Mumbai,"Financial Services, Lending, Peer to Peer",,"₹40,000,000",Seed,2018
2509,Wooden Street,Jaipur,"E-Commerce, Furniture, Home Decor, Interior Design, Internet",,1000000,Series A,2018
2510,The Ken,Bengaluru,Digital Media,,1500000,Series A,2018
2511,SaffronStays,Mumbai,—,,2000000,Seed,2018
2512,Vebbler,Bengaluru,"File Sharing, Personalization, Social Media",,—,Seed,2018
2513,Foyr,Pune,"Home Decor, Interior Design",,4200000,Series A,2018
2514,MEngage,Jaipur,"Health Care, Medical Device, Mobile Apps",,175000,Seed,2018
2515,Inner Being Wellness,Hyderabad,—,,"₹35,000,000",Angel,2018
2516,Kobster,Chennai,"E-Commerce, Facilities Support Services, Procurement, Supply Chain Management",,—,Seed,2018
2517,Wishberry,Mumbai,"Crowdfunding, Finance, Financial Services",,"₹100,000,000",Series A,2018
2518,McXtra,Andheri,"Finance, Financial Services, Insurance",,1300000,Seed,2018
2519,Magic Crate,Bangalore,"Children, Education, Online Portals",,—,Seed,2018
2520,SmartVizX,Noida,"Software, Virtual Reality",,1450000,Seed,2018
2521,MySEODoc,Delhi,—,,—,Seed,2018
2522,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Pune,—,,"₹200,000",Seed,2018
2523,Scale Labs,Delhi,—,,1000000,Seed,2018
2524,HungerBox,Bengaluru,"B2B, Food and Beverage, Food Delivery",,4500000,Series A,2018
2525,Biryani By Kilo,Noida,"Catering, Food and Beverage, Food Delivery, Food Processing",,1000000,Seed,2018
2526,Wholesome Habits (EAT Anytime),Mumbai,"Food and Beverage, Snack Food",,500000,Seed,2018
2527,GoBumpr,Mylapore,"Automotive, E-Commerce, Mobile",,600000,Seed,2018
2528,Fixpocket,Ahmedabad,"Computer, Digital Marketing, Facilities Support Services, Graphic Design, Internet, Mobile Apps, Social Media Marketing, Web Development",,250000,Seed,2018
2529,edureka!,Bangalore,"Android, Big Data, Blockchain, Cloud Computing, EdTech, Education, Information Technology, iOS, Training, Web Development",,2000000,Series A,2018
2530,Hashtag Loyalty Private Limited,Mumbai,"Analytics, CRM, Loyalty Programs, Machine Learning, Marketing Automation, Retail Technology, SaaS, Small and Medium Businesses",,—,Seed,2018
2531,Wow Express,Mumbai,"Delivery, Information Technology, Mobile Apps",,4500000,Series A,2018
2532,ZunRoof,Gurgaon,"Environmental Consulting, Renewable Energy",,"₹16,600,000",Angel,2018
2533,Eggoz,Indore,"Food and Beverage, Food Processing",,"₹12,000,000",Angel,2018
2534,Sqrrl Fintech,Gurgaon,"Big Data, Business Intelligence, Financial Services, FinTech, Personal Finance",,1000000,Seed,2018
2535,GalaxyCard,Noida,"Finance, Financial Services, FinTech",,—,Seed,2018
2536,IndiQube,Bengaluru,"Commercial Real Estate, Coworking, Office Administration, Real Estate",,15000000,Series A,2018
2537,EGK Foods,Mumbai,"Food and Beverage, Food Processing, Organic Food, Snack Food",,"₹20,000,000",Seed,2018
2538,NirogStreet,Gurgaon,"Apps, Health Care, Internet, Mobile Apps, Personal Health",,300000,Seed,2018
2539,Pixr8,Ghaziabad,"Digital Media, Incubators, Social Entrepreneurship",,50000,Seed,2018
2540,Nivesh.com,Noida,"Finance, Financial Services, Marketing",,"₹30,000,000",Seed,2018
2541,Theranosis Life Sciences,Hyderabad,"Biotechnology, Health Care, Life Science, Medical Device",,—,Seed,2018
2542,Poshmiles Online Solutions Private Limited,Bengaluru,Travel,,—,Seed,2018
2543,Reculta,Noida,"Education, Human Resources",,—,Seed,2018
2544,Orbo.ai,Mumbai,Internet,,—,Seed,2018
2545,Inntot Technologies,Kochi,Consumer Electronics,,—,Seed,2018
2546,Zoctr Health,Powai,"Apps, Health Care, Hospital, Mobile Apps",,—,Seed,2018
2547,Hey Deedee,Mumbai,"Delivery Service, Logistics, Service Industry",,"₹33,000,000",Seed,2018
2548,DigiConnectt Technologys,Bengaluru,"Information Services, Information Technology",,125000,Seed,2018
2549,Locus.sh,Bangalore,"Big Data, Data Visualization, Logistics, Software",,4000000,Series A,2018
2550,Sports Flashes Pvt. Ltd,Delhi,"Basketball, Cricket, Cycling, eSports, Fitness, Golf, Health Care, Hockey, Sports, Swimming, Table Tennis, Volley Ball",,1000000,Seed,2018
2551,Inc42,Delhi,"Media and Entertainment, News, Publishing",,—,Seed,2018
2552,Picxy,Guntur,Internet,,130000,Seed,2018
2553,Huddle,Haryana,Consulting,,300000,Seed,2018
2554,Benepik,Gurgaon,Human Resources,,—,Seed,2018
2555,Cash Suvidha,Delhi,Finance,,1000000,Seed,2018
2556,Smartcoin,Bangalore,"Big Data, Financial Services, Machine Learning, Predictive Analytics",,2000000,Seed,2018
2557,Carmel Organics,Indore,"Agriculture, AgTech, Manufacturing",,—,Series A,2018
2558,Roadcast,Delhi,—,,250000,Angel,2018
2559,Printline Media(ThePrint),Delhi,"Digital Media, News, Publishing",,"₹34,900,000",Seed,2018
2560,Creditas Solutions,Gurgaon,Financial Services,,—,Seed,2018
2561,UrbanPiper,Bengaluru,Software,,—,Seed,2018
2562,Doxper,Mumbai,"Health Care, Hospital",,"₹72,000,000",Seed,2018
2563,i2ifunding,Noida,"Crowdfunding, Finance, Financial Services",,"₹50,000,000",Angel,2018
2564,ShakeDeal,Bangalore,"B2B, E-Commerce, Enterprise",,—,Seed,2018
2565,HelloVerify,Noida,"Fraud Detection, Information Services, Security",,—,Seed,2018
2566,Fasal,Bengaluru,"Agriculture, AgTech, Artificial Intelligence, Internet of Things, Machine Learning",,120000,Seed,2018
2567,CoinGeto,Delhi,"Cryptocurrency, Trading Platform",,"₹120,000,000",Seed,2018
2568,Avail Finance,Bangalore,"Finance, FinTech, Mobile Payments",,17200000,Series A,2018
2569,Tripeur,Bengaluru,Information Technology,,600000,Seed,2018
2570,Wedeterna,Bangalore,Wedding,,—,Angel,2018
2571,Stumagz,Hyderabad,Digital Media,,—,Seed,2018
2572,Doubtnut,Gurgaon,"E-Learning, EdTech, Education, Image Recognition, Machine Learning, STEM Education",,"₹35,000,000",Seed,2018
2573,MCaffeine,Mumbai,Consumer Goods,,"₹32,000,000",Seed,2018
2574,TrustCheckr,Bengaluru,Information Technology,,100000,Angel,2018
2575,HealthAssure,Mumbai,"Fitness, Health Care, Wellness",,1000000,Seed,2018
2576,Picture TIme,Delhi,Digital Entertainment,,"₹250,000,000",Seed,2018
2577,1Crowd,Mumbai,"Crowdsourcing, Financial Services, Funding Platform, Venture Capital",,3500000,Angel,2018
2578,Aarav Unmanned Systems,Bangalore,"Delivery, Drones, Geospatial, Robotics",,—,Seed,2018
2579,Wellthy Therapeutics Pvt Ltd,Mumbai,"Health Care, Hospital",,"₹135,000,000",Seed,2018
2580,Nua,Mumbai,Consumer Goods,,—,Seed,2018
2581,Kuvera.in,Bangalore,Financial Services,,250000,Angel,2018
2582,Livehealth,Pune,"Health Care, Information Technology, Management Information Systems",,1100000,Seed,2018
2583,Gramophone,Indore,Farming,,1000000,Seed,2018
2584,Ora,Kolkata,"Business Travel, Hospitality, Hotel, Marketplace, Tourism, Travel Accommodations",,—,Seed,2018
2585,Buddy4Study.com,Noida,"Career Planning, Education, Higher Education, Service Industry",,3000000,Series A,2018
2586,Predible Health,Bangalore,Medical Device,,—,Seed,2018
2587,Syncremedies Healthcare Pvt Ltd,Bangalore,"Alternative Medicine, Health Care",,—,Seed,2018
2588,Blueleaf Cyberspace Systems,Bangalore,"Internet, Software",,—,Seed,2018
2589,Toffee,Gurgaon,—,,1500000,Seed,2018
2590,ORO Wealth,Mumbai,—,,1600000,Series A,2018
2591,HealWell24,Mumbai,"Dental, Elder Care, Health Care, Home Health Care, Personal Health",,200000,Seed,2018
2592,Acko General Insurance,Mumbai,"Financial Services, Insurance, Private Social Networking",,12000000,Series A,2018
2593,arzooo.com,Bangalore,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",,"₹15,000,000",Seed,2018
2594,Bonphul Air Products,Delhi,CleanTech,,"₹20,000,000",Angel,2018
2595,DheeYantra Research Labs,Bangalore,Artificial Intelligence,,—,Seed,2018
2596,Edyoo,Bengaluru,Education,,1000000,Seed,2018
2597,Chtrbox,Mumbai,"Advertising, Internet, Marketing",,"₹10,000,000",Angel,2018
2598,Aashiyaan Housing and Development Finance,Kolkata,Financial Services,,"₹135,000,000",Seed,2018
2599,BetterPlace Safety Solutions Pvt. Ltd.,Bangalore,"Human Resources, Security, Training",,3000000,Series A,2018
2600,Cashkumar,Bengaluru,"Consumer Lending, Finance, FinTech",,"₹50,000,000",Seed,2018
2601,Rocketium,Bangalore,"Marketing, Social Media, Video",,"₹20,000,000",Seed,2018
2602,FreightBazaar,Hyderabad,Transportation,,—,Seed,2018
2603,OPEN,Bangalore,Banking,,—,Seed,2018
2604,mfine,Bengaluru,"Health Care, Hospital",,4200000,Series A,2018
2605,Earth Food,Pune,"Food and Beverage, Food Processing",,"₹64,000,000",Seed,2018
2606,Charcoal Eats,Mumbai,Food Processing,,"₹50,000,000",Seed,2018
2607,Wishfie,Bangalore,Apps,,—,Seed,2018
2608,The Social Hook,Bengaluru,Marketing,,—,Seed,2018
2609,FreightBro,Mumbai,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",,—,Seed,2018
2610,Finwego,Chennai,—,,—,Seed,2018
2611,Cricnwin,Gurgaon,"Digital Entertainment, Fantasy Sports, Gaming, Sports",,—,Seed,2018
2613,Wicked Ride Adventure Services Private Limited,Bangalore,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",,"$10,000,000",Venture - Series Unknown,2018
2614,Career Anna,Bangalore,"Commercial, E-Learning, Education",,"₹40,000,000",Seed,2018
2615,ERUDITUS Executive Education,Mumbai,"Continuing Education, EdTech, Education, Skill Assessment",,"$40,000,000",Series C,2018
2616,Gaia Smart Cities,Mumbai,"Smart Cities, Telecommunications",,—,Seed,2018
2617,Square Off,Mumbai,"Internet of Things, Robotics",,"$1,100,000",Seed,2018
2618,UrbanClap,Delhi,"Apps, Home Services, Information Services, Information Technology",,"$50,000,000",Series D,2018
2619,Hospals,Delhi,"Medical, Tourism",,"$1,500,000",Seed,2018
2620,Kogta Financial India Limited,Jaipur,Financial Services,,"₹1,540,000,000",Series B,2018
2621,Perspectico,Delhi,"Career Planning, Education, Internet",,—,Seed,2018
2622,The Souled Store,Mumbai,"Fashion, Graphic Design, Wearables",,"$3,000,000",Venture - Series Unknown,2018
2623,Hush - Speak Up. Make Work Better,Bangalore,"Communities, Leisure, Mobile Apps, Software",,"₹45,000,000",Seed,2018
